,loss,accuracy,val_loss,val_accuracy
0,0.8900697231292725,0.7148289084434509,0.7641581296920776,0.8085622191429138
1,0.7013855576515198,0.8831662535667419,0.7130458950996399,0.8473343849182129
2,0.666538417339325,0.9032146334648132,0.7006369829177856,0.8570274710655212
3,0.6575242877006531,0.9097822308540344,0.688867449760437,0.8667204976081848
4,0.6410577297210693,0.922917366027832,0.7220133543014526,0.8271405696868896
5,0.6347372531890869,0.9274110198020935,0.6970351338386536,0.855411946773529
6,0.6260449886322021,0.9363982081413269,0.6729481220245361,0.882067859172821
7,0.6236861348152161,0.9363982081413269,0.7286104559898376,0.8222939968109131
8,0.6231023669242859,0.9339785575866699,0.6683679223060608,0.8836833834648132
9,0.6245642304420471,0.930867612361908,0.6852788925170898,0.8651050329208374
10,0.6206780672073364,0.9363982081413269,0.6539465188980103,0.8990306854248047
11,0.6119303107261658,0.9471137523651123,0.6584283113479614,0.8957996964454651
12,0.6153175234794617,0.9377808570861816,0.6570866107940674,0.8957996964454651
13,0.6126388907432556,0.9443484544754028,0.6972687840461731,0.8505654335021973
14,0.6082111597061157,0.9474593997001648,0.6545352339744568,0.8957996964454651
15,0.6093242168426514,0.9474593997001648,0.6713851690292358,0.8756058216094971
16,0.6077762842178345,0.9488420486450195,0.6979964971542358,0.8537964224815369
17,0.6087894439697266,0.946768045425415,0.6901246905326843,0.8578352332115173
18,0.6007352471351624,0.9574835896492004,0.6444156169891357,0.9071082472801208
19,0.6067626476287842,0.9478050470352173,0.6788040399551392,0.8675282597541809
20,0.6023281216621399,0.952298641204834,0.6713234186172485,0.8739902973175049
21,0.6104023456573486,0.9450397491455078,0.6583055853843689,0.8941841721534729
22,0.6055328249931335,0.9495333433151245,0.6951310634613037,0.8529887199401855
23,0.6019849181175232,0.951607346534729,0.670949399471283,0.8756058216094971
24,0.6030306816101074,0.9512616395950317,0.6647714376449585,0.8804523348808289
25,0.6015180349349976,0.9550639390945435,0.6785716414451599,0.868336021900177
26,0.5989618301391602,0.9567922353744507,0.677871584892273,0.8642972707748413
27,0.5975798964500427,0.9557552933692932,0.6627377867698669,0.888529896736145
28,0.5987423658370972,0.9557552933692932,0.6723027229309082,0.8715670704841614
29,0.5981326103210449,0.9567922353744507,0.6634922027587891,0.882067859172821
30,0.5946943759918213,0.9612858891487122,0.6845871210098267,0.8651050329208374
31,0.5967035889625549,0.9588662385940552,0.6537224650382996,0.894991934299469
32,0.6027536392211914,0.949187695980072,0.673481822013855,0.874798059463501
33,0.5927040576934814,0.9630141854286194,0.6678516864776611,0.882067859172821
34,0.596091091632843,0.955409586429596,0.682367205619812,0.8675282597541809
35,0.5937957167625427,0.9626685380935669,0.6669352650642395,0.8804523348808289
36,0.5917122960090637,0.9633598327636719,0.6733602285385132,0.8731825351715088
37,0.599964439868927,0.9550639390945435,0.6675111055374146,0.8772213459014893
38,0.5952297449111938,0.9592118859291077,0.680493950843811,0.8707593083381653
39,0.5909689664840698,0.9650881290435791,0.6606035828590393,0.8877221345901489
40,0.5940954685211182,0.9567922353744507,0.6758495569229126,0.8731825351715088
41,0.5900463461875916,0.9637054800987244,0.6506776809692383,0.8982229232788086
42,0.5910341143608093,0.9626685380935669,0.6781442761421204,0.8675282597541809
43,0.5908283591270447,0.9630141854286194,0.6891241073608398,0.855411946773529
44,0.5893293619155884,0.9657794833183289,0.6463984251022339,0.8974151611328125
45,0.5898345112800598,0.9640511870384216,0.7002575397491455,0.8465266823768616
46,0.5883660912513733,0.9643968343734741,0.6565183997154236,0.8917608857154846
47,0.5926939249038696,0.9595575332641602,0.6852798461914062,0.8626817464828491
48,0.5958583354949951,0.9581748843193054,0.6548105478286743,0.894991934299469
49,0.5892083644866943,0.9654337763786316,0.6860558390617371,0.861873984336853
