,loss,accuracy,val_loss,val_accuracy
0,0.879090786,0.643399656,0.649243355,0.741319418
1,0.59343034,0.806871593,0.527150571,0.767361104
2,0.514046967,0.830018103,0.536195457,0.743055582
3,0.447014332,0.851356268,0.520758152,0.749131918
4,0.416238576,0.860440314,0.489165157,0.763888896
5,0.400077492,0.858951151,0.479239464,0.783854187
6,0.374251783,0.870886087,0.450561851,0.796006918
7,0.36575079,0.872694373,0.458859384,0.786458313
8,0.350581646,0.8813743,0.471595079,0.782118082
9,0.347257882,0.886075974,0.424415946,0.811631918
10,0.330541968,0.884990931,0.464094043,0.795138896
11,0.327642441,0.880289316,0.46732527,0.794270813
12,0.316172868,0.88824594,0.495211661,0.777777791
13,0.313228369,0.886799276,0.412539601,0.817708313
14,0.311781555,0.88824594,0.369031757,0.84375
15,0.309315145,0.893309236,0.403336525,0.821180582
16,0.300196499,0.885352612,0.416611344,0.8125
17,0.2890414,0.893670857,0.432275802,0.811631918
18,0.273317695,0.906690776,0.414522558,0.813368082
19,0.297127694,0.895479202,0.385268092,0.833333313
20,0.270945817,0.906690776,0.434115559,0.814236104
21,0.276699156,0.90452081,0.410054684,0.815104187
22,0.27792567,0.904159129,0.432701737,0.809027791
23,0.263319701,0.9146474,0.445974976,0.799479187
24,0.274145037,0.902698874,0.405878067,0.821180582
25,0.262519717,0.906690776,0.408450246,0.823784709
26,0.260471612,0.907052457,0.370834559,0.841145813
27,0.252990305,0.915009022,0.362012029,0.850694418
28,0.259786695,0.909222424,0.383110434,0.836805582
29,0.263790548,0.907414079,0.38788712,0.837673604
30,0.25048542,0.913924038,0.379941523,0.842881918
31,0.250913769,0.908137441,0.417312533,0.823784709
32,0.255931735,0.902712464,0.363871276,0.842013896
33,0.24345015,0.914285719,0.406152248,0.828125
34,0.249593839,0.916094005,0.378305584,0.841145813
35,0.259419948,0.911931813,0.394770652,0.825520813
36,0.247194722,0.914285719,0.365583777,0.848090291
37,0.237905905,0.916455686,0.392213941,0.831597209
38,0.237787321,0.915009022,0.388138533,0.8359375
39,0.237321436,0.919349015,0.402193844,0.828993082
40,0.238898754,0.918264031,0.337009609,0.861979187
41,0.235057771,0.920072317,0.411340177,0.828125
42,0.245016858,0.9146474,0.392280519,0.839409709
43,0.228246689,0.920795679,0.373577863,0.842881918
44,0.238844141,0.91790235,0.336986989,0.8671875
45,0.231964648,0.919349015,0.321381301,0.878472209
