,loss,accuracy,val_loss,val_accuracy
0,0.8180428743362427,0.6742035150527954,0.4053518772125244,0.8840000033378601
1,0.38123181462287903,0.871188759803772,0.3423393666744232,0.8712000250816345
2,0.2915346026420593,0.9023638367652893,0.3221517503261566,0.8679999709129333
3,0.250732421875,0.9177800416946411,0.31492191553115845,0.8759999871253967
4,0.23005183041095734,0.9229187965393066,0.26663529872894287,0.8992000222206116
5,0.21850228309631348,0.9290853142738342,0.301486074924469,0.8808000087738037
6,0.19901993870735168,0.9335388541221619,0.30873236060142517,0.8791999816894531
7,0.1814473420381546,0.945871889591217,0.312057226896286,0.8808000087738037
8,0.19248127937316895,0.9349092245101929,0.3420994281768799,0.8623999953269958
9,0.16921888291835785,0.9451867341995239,0.46973946690559387,0.8367999792098999
10,0.16609202325344086,0.9503254294395447,0.294158011674881,0.8848000168800354
11,0.1609892100095749,0.944844126701355,0.3140102028846741,0.8784000277519226
12,0.15102232992649078,0.9527235627174377,0.2843312621116638,0.8863999843597412
13,0.15155401825904846,0.9503254294395447,0.3765029013156891,0.864799976348877
14,0.14426910877227783,0.9479273557662964,0.3394690752029419,0.8727999925613403
15,0.1397186666727066,0.9561493396759033,0.3335496783256531,0.8736000061035156
16,0.13002172112464905,0.9575197100639343,0.2622474730014801,0.8944000005722046
17,0.14197632670402527,0.9527235627174377,0.42215999960899353,0.853600025177002
18,0.1438930630683899,0.9441589713096619,0.35892102122306824,0.8736000061035156
19,0.11539901793003082,0.9592326283454895,0.3086334764957428,0.8888000249862671
20,0.11736378073692322,0.9609455466270447,0.432296484708786,0.8479999899864197
21,0.1366134136915207,0.9534087181091309,0.2958155870437622,0.8903999924659729
22,0.12548471987247467,0.9585474729537964,0.3157355785369873,0.8855999708175659
23,0.1158694326877594,0.9612880945205688,0.25121065974235535,0.9056000113487244
24,0.11099668592214584,0.963343620300293,0.36562326550483704,0.8655999898910522
25,0.1110004410147667,0.9626584649085999,0.28665027022361755,0.8967999815940857
26,0.11177299916744232,0.961973249912262,0.4099128842353821,0.8511999845504761
27,0.10409118235111237,0.9650565385818481,0.29698994755744934,0.8888000249862671
28,0.11303993314504623,0.9650565385818481,0.32327890396118164,0.8784000277519226
29,0.10601406544446945,0.9606029391288757,0.2865131199359894,0.8944000005722046
30,0.10205630213022232,0.9671120047569275,0.27155381441116333,0.9007999897003174
31,0.10044141858816147,0.9626584649085999,0.2816529870033264,0.897599995136261
32,0.09202742576599121,0.971222996711731,0.318424791097641,0.8823999762535095
33,0.09237933158874512,0.9705378413200378,0.2953268587589264,0.8903999924659729
34,0.09555912017822266,0.9681397676467896,0.23954956233501434,0.909600019454956
35,0.10235435515642166,0.963001012802124,0.2522706091403961,0.9056000113487244
36,0.08490367978811264,0.9749914407730103,0.3201955556869507,0.8880000114440918
37,0.09398873895406723,0.9684823751449585,0.3548785150051117,0.8776000142097473
38,0.10896715521812439,0.9612880945205688,0.44627660512924194,0.8456000089645386
39,0.08820667117834091,0.9715656042098999,0.28175991773605347,0.8967999815940857
40,0.09040533006191254,0.9688249230384827,0.3607669174671173,0.8727999925613403
41,0.08523274958133698,0.9708804488182068,0.37021300196647644,0.8736000061035156
42,0.08347765356302261,0.9749914407730103,0.31049832701683044,0.8871999979019165
43,0.08013767749071121,0.9732785224914551,0.3010709881782532,0.8912000060081482
44,0.08827293664216995,0.9708804488182068,0.2992187440395355,0.8920000195503235
45,0.08294245600700378,0.972250759601593,0.3889174163341522,0.8679999709129333
46,0.07877622544765472,0.9753340482711792,0.26511693000793457,0.8992000222206116
47,0.09349546581506729,0.9636861681938171,0.43444985151290894,0.8583999872207642
48,0.09618454426527023,0.9674546122550964,0.29507386684417725,0.892799973487854
49,0.07674308121204376,0.9763617515563965,0.3776688873767853,0.8704000115394592
